tag,patterns,patterns_prep,slang_prep,prep
info_manual_otomatic,untuk parkir lebih gampang manual atau matic?,untuk parkir lebih gampang manual atau matic,untuk parkir lebih mudah manual atau matic,"['parkir', 'lebih', 'mudah', 'manual', 'matic']"
info_manual_otomatic,gimana sih perbandingan mobil manual sama matic?,gimana sih perbandingan mobil manual sama matic,bagaimana memang perbandingan mobil manual sama matic,"['bagaimana', 'memang', 'banding', 'mobil', 'manual', 'sama', 'matic']"
info_manual_otomatic,untuk di kota enakan manual apa matic?,untuk di kota enakan manual apa matic,untuk di kota enakan manual apa matic,"['di', 'kota', 'enak', 'manual', 'apa', 'matic']"
info_manual_otomatic,untuk touring bagusnya pake manual apa matic?,untuk touring bagusnya pake manual apa matic,untuk touring bagusnya pakai manual apa matic,"['touring', 'bagus', 'pakai', 'manual', 'apa', 'matic']"
info_manual_otomatic,kalau buat pemula mendingan manual apa matic?,kalau buat pemula mendingan manual apa matic,kalau buat pemula mendingan manual apa matic,"['kalau', 'buat', 'mula', 'mending', 'manual', 'apa', 'matic']"
info_manual_otomatic,kenapa sih banyak yang lebih pilih mobil matic?,kenapa sih banyak yang lebih pilih mobil matic,kenapa memang banyak yang lebih pilih mobil matic,"['memang', 'banyak', 'lebih', 'pilih', 'mobil', 'matic']"
info_manual_otomatic,"hei carbot, mobil manual masih relevan ga sih sekarang?",hei carbot mobil manual masih relevan ga sih sekarang,hei carbot mobil manual masih relevan tidak memang sekarang,"['hei', 'carbot', 'mobil', 'manual', 'relevan', 'memang', 'sekarang']"
info_manual_otomatic,"tanya dong carbot, apakah benar mobil matic lebih lemah di tanjakan?",tanya dong carbot apakah benar mobil matic lebih lemah di tanjakan,tanya dong carbot apakah benar mobil matic lebih lemah di tanjakan,"['tanya', 'dong', 'carbot', 'benar', 'mobil', 'matic', 'lebih', 'lemah', 'tanjak']"
info_manual_otomatic,menurut carbot untuk kondisi macet enakan manual apa matic?,menurut carbot untuk kondisi macet enakan manual apa matic,menurut carbot untuk kondisi macet enakan manual apa matic,"['turut', 'carbot', 'kondisi', 'macet', 'enak', 'manual', 'apa', 'matic']"
info_manual_otomatic,mohon info carbot perbedaan mencolok antara mobil manual dan matic apa?,mohon info carbot perbedaan mencolok antara mobil manual dan matic apa,mohon informasi carbot perbedaan mencolok antara mobil manual dan matic apa,"['mohon', 'informasi', 'carbot', 'beda', 'colok', 'mobil', 'manual', 'matic', 'apa']"
info_manual_otomatic,hai carbot biaya maintenance mobil manual dan matic beda jauh ga?,hai carbot biaya maintenance mobil manual dan matic beda jauh ga,hai carbot biaya maintenance mobil manual dan matic beda jauh tidak,"['hai', 'carbot', 'biaya', 'maintenance', 'mobil', 'manual', 'matic', 'beda', 'jauh']"
info_manual_otomatic,kasih tau dong carbot konsumsi BBM manual dan matic beda signifikan ga?,kasih tau dong carbot konsumsi BBM manual dan matic beda signifikan ga,kasih tahu dong carbot konsumsi BBM manual dan matic beda signifikan tidak,"['kasih', 'tahu', 'dong', 'carbot', 'konsumsi', 'bbm', 'manual', 'matic', 'beda', 'signifikan']"
info_manual_otomatic,menurut carbot kalau buat bisnis lebih cocok manual atau matic?,menurut carbot kalau buat bisnis lebih cocok manual atau matic,menurut carbot kalau buat bisnis lebih cocok manual atau matic,"['turut', 'carbot', 'kalau', 'buat', 'bisnis', 'lebih', 'cocok', 'manual', 'matic']"
info_manual_otomatic,minta pendapat carbot untuk second car bagusnya manual atau matic?,minta pendapat carbot untuk second car bagusnya manual atau matic,minta pendapat carbot untuk second car bagusnya manual atau matic,"['minta', 'carbot', 'second', 'car', 'bagus', 'manual', 'matic']"
info_manual_otomatic,gimana carbot untuk daily use lebih worth it manual atau matic?,gimana carbot untuk daily use lebih worth it manual atau matic,bagaimana carbot untuk daily use lebih worth it manual atau matic,"['bagaimana', 'carbot', 'daily', 'use', 'lebih', 'worth', 'it', 'manual', 'matic']"
info_manual_otomatic,jelaskan dong carbot sistem transmisi mana yang lebih awet?,jelaskan dong carbot sistem transmisi mana yang lebih awet,jelaskan dong carbot sistem transmisi mana yang lebih awet,"['jelas', 'dong', 'carbot', 'sistem', 'transmisi', 'mana', 'lebih', 'awet']"
info_manual_otomatic,tolong carbot bandingkan harga jual ulang manual vs matic gimana?,tolong carbot bandingkan harga jual ulang manual vs matic gimana,tolong carbot bandingkan harga jual ulang manual vs matic bagaimana,"['carbot', 'banding', 'harga', 'jual', 'ulang', 'manual', 'vs', 'matic', 'bagaimana']"
info_manual_otomatic,menurut carbot di Indonesia lebih laku mana manual atau matic?,menurut carbot di Indonesia lebih laku mana manual atau matic,menurut carbot di Indonesia lebih laku mana manual atau matic,"['turut', 'carbot', 'indonesia', 'lebih', 'laku', 'mana', 'manual', 'matic']"
info_manual_otomatic,tanya dong carbot untuk mobil keluarga sebaiknya manual atau matic?,tanya dong carbot untuk mobil keluarga sebaiknya manual atau matic,tanya dong carbot untuk mobil keluarga sebaiknya manual atau matic,"['tanya', 'dong', 'carbot', 'mobil', 'keluarga', 'baik', 'manual', 'matic']"
info_manual_otomatic,kasih tau carbot dari segi keamanan bagus mana manual atau matic?,kasih tau carbot dari segi keamanan bagus mana manual atau matic,kasih tahu carbot dari segi keamanan bagus mana manual atau matic,"['kasih', 'tahu', 'carbot', 'segi', 'aman', 'bagus', 'mana', 'manual', 'matic']"
info_manual_otomatic,jelaskan dong carbot perbedaan utama manual dan matic apa sih?,jelaskan dong carbot perbedaan utama manual dan matic apa sih,jelaskan dong carbot perbedaan utama manual dan matic apa memang,"['jelas', 'dong', 'carbot', 'beda', 'utama', 'manual', 'matic', 'apa', 'memang']"
info_manual_otomatic,menurut carbot mobil matic vs manual performa lebih bagus mana?,menurut carbot mobil matic vs manual performa lebih bagus mana,menurut carbot mobil matic vs manual performa lebih bagus mana,"['turut', 'carbot', 'mobil', 'matic', 'vs', 'manual', 'performa', 'lebih', 'bagus', 'mana']"
info_manual_otomatic,minta pendapat carbot keunggulan transmisi manual dan matic,minta pendapat carbot keunggulan transmisi manual dan matic,minta pendapat carbot keunggulan transmisi manual dan matic,"['minta', 'carbot', 'unggul', 'transmisi', 'manual', 'matic']"
info_manual_otomatic,gimana carbot untuk penggunaan sehari-hari bagus mana matic atau manual?,gimana carbot untuk penggunaan seharihari bagus mana matic atau manual,bagaimana carbot untuk penggunaan seharihari bagus mana matic atau manual,"['bagaimana', 'carbot', 'guna', 'seharihari', 'bagus', 'mana', 'matic', 'manual']"
info_manual_otomatic,mohon carbot penjelasan detail tentang mobil manual dan matic,mohon carbot penjelasan detail tentang mobil manual dan matic,mohon carbot penjelasan detail tentang mobil manual dan matic,"['mohon', 'carbot', 'jelas', 'detail', 'mobil', 'manual', 'matic']"
info_manual_otomatic,menurut carbot bagi pemula lebih cocok mobil matic atau manual ya?,menurut carbot bagi pemula lebih cocok mobil matic atau manual ya,menurut carbot bagi pemula lebih cocok mobil matic atau manual iya,"['turut', 'carbot', 'mula', 'lebih', 'cocok', 'mobil', 'matic', 'manual', 'iya']"
info_manual_otomatic,kasih saran dong carbot cara milih antara mobil matic atau manual?,kasih saran dong carbot cara milih antara mobil matic atau manual,kasih saran dong carbot cara milih antara mobil matic atau manual,"['kasih', 'saran', 'dong', 'carbot', 'cara', 'milih', 'mobil', 'matic', 'manual']"
info_manual_otomatic,tolong carbot jelasin keuntungan pake mobil matic dibanding manual?,tolong carbot jelasin keuntungan pake mobil matic dibanding manual,tolong carbot jelasin keuntungan pakai mobil matic dibanding manual,"['carbot', 'jelasin', 'untung', 'pakai', 'mobil', 'matic', 'banding', 'manual']"
info_manual_otomatic,jelaskan carbot transmisi manual sama matic tuh bedanya dimana?,jelaskan carbot transmisi manual sama matic tuh bedanya dimana,jelaskan carbot transmisi manual sama matic itu bedanya dimana,"['jelas', 'carbot', 'transmisi', 'manual', 'sama', 'matic', 'beda', 'mana']"
info_manual_otomatic,menurut carbot kalo jalanan padat enakan mobil matic atau manual?,menurut carbot kalo jalanan padat enakan mobil matic atau manual,menurut carbot kalau jalanan padat enakan mobil matic atau manual,"['turut', 'carbot', 'kalau', 'jalan', 'padat', 'enak', 'mobil', 'matic', 'manual']"
info_manual_otomatic,tanya dong carbot perlu dipertimbangkan apa aja kalo mau pilih matic atau manual?,tanya dong carbot perlu dipertimbangkan apa aja kalo mau pilih matic atau manual,tanya dong carbot perlu dipertimbangkan apa saja kalau mau pilih matic atau manual,"['tanya', 'dong', 'carbot', 'perlu', 'timbang', 'apa', 'kalau', 'mau', 'pilih', 'matic', 'manual']"
info_manual_otomatic,gimana carbot mending invest mobil matic atau manual sih?,gimana carbot mending invest mobil matic atau manual sih,bagaimana carbot lebih baik invest mobil matic atau manual memang,"['bagaimana', 'carbot', 'lebih', 'baik', 'invest', 'mobil', 'matic', 'manual', 'memang']"
info_manual_otomatic,minta saran carbot pilih mobil matic atau manual,minta saran carbot pilih mobil matic atau manual,minta saran carbot pilih mobil matic atau manual,"['minta', 'saran', 'carbot', 'pilih', 'mobil', 'matic', 'manual']"
info_manual_otomatic,tolong carbot berikan perbandingan lengkap mobil matic vs manual dong,tolong carbot berikan perbandingan lengkap mobil matic vs manual dong,tolong carbot berikan perbandingan lengkap mobil matic vs manual dong,"['carbot', 'ikan', 'banding', 'lengkap', 'mobil', 'matic', 'vs', 'manual', 'dong']"
info_manual_otomatic,kasih tau dong carbot perawatan mobil matic sama manual beda jauh ga sih?,kasih tau dong carbot perawatan mobil matic sama manual beda jauh ga sih,kasih tahu dong carbot perawatan mobil matic sama manual beda jauh tidak memang,"['kasih', 'tahu', 'dong', 'carbot', 'awat', 'mobil', 'matic', 'sama', 'manual', 'beda', 'jauh', 'memang']"
info_manual_otomatic,menurut carbot untuk first time buyer mending ambil matic atau manual?,menurut carbot untuk first time buyer mending ambil matic atau manual,menurut carbot untuk first time buyer lebih baik ambil matic atau manual,"['turut', 'carbot', 'first', 'time', 'buyer', 'lebih', 'baik', 'ambil', 'matic', 'manual']"
info_manual_otomatic,gimana carbot kalo buat bisnis rental mendingan matic apa manual ya?,gimana carbot kalo buat bisnis rental mendingan matic apa manual ya,bagaimana carbot kalau buat bisnis rental mendingan matic apa manual iya,"['bagaimana', 'carbot', 'kalau', 'buat', 'bisnis', 'rental', 'mending', 'matic', 'apa', 'manual', 'iya']"
info_manual_otomatic,sistem keamanan mobil matic sama manual beda ga?,sistem keamanan mobil matic sama manual beda ga,sistem keamanan mobil matic sama manual beda tidak,"['sistem', 'aman', 'mobil', 'matic', 'sama', 'manual', 'beda']"
info_manual_otomatic,buat yang sering macet enaknya beli matic apa manual?,buat yang sering macet enaknya beli matic apa manual,buat yang sering macet enaknya beli matic apa manual,"['buat', 'sering', 'macet', 'enak', 'beli', 'matic', 'apa', 'manual']"
info_manual_otomatic,dari segi harga jual ulang bagus mana matic atau manual?,dari segi harga jual ulang bagus mana matic atau manual,dari segi harga jual ulang bagus mana matic atau manual,"['segi', 'harga', 'jual', 'ulang', 'bagus', 'mana', 'matic', 'manual']"
info_manual_otomatic,perawatan mana yang lebih ribet matic atau manual?,perawatan mana yang lebih ribet matic atau manual,perawatan mana yang lebih ribet matic atau manual,"['awat', 'mana', 'lebih', 'ribet', 'matic', 'manual']"
info_manual_otomatic,untuk perjalanan jauh recommended matic atau manual?,untuk perjalanan jauh recommended matic atau manual,untuk perjalanan jauh rekomendasi matic atau manual,"['jalan', 'jauh', 'rekomendasi', 'matic', 'manual']"
info_manual_otomatic,tolong kasih insight soal mobil matic dan manual dong,tolong kasih insight soal mobil matic dan manual dong,tolong kasih insight soal mobil matic dan manual dong,"['kasih', 'insight', 'soal', 'mobil', 'matic', 'manual', 'dong']"
info_manual_otomatic,kalau buat kerja sehari-hari enakan matic apa manual?,kalau buat kerja seharihari enakan matic apa manual,kalau buat kerja seharihari enakan matic apa manual,"['kalau', 'buat', 'kerja', 'seharihari', 'enak', 'matic', 'apa', 'manual']"
info_manual_otomatic,mobil matic lebih canggih ya dibanding manual?,mobil matic lebih canggih ya dibanding manual,mobil matic lebih canggih iya dibanding manual,"['mobil', 'matic', 'lebih', 'canggih', 'iya', 'banding', 'manual']"
info_manual_otomatic,buat sopir pemula lebih gampang matic apa manual?,buat sopir pemula lebih gampang matic apa manual,buat sopir pemula lebih mudah matic apa manual,"['buat', 'sopir', 'mula', 'lebih', 'mudah', 'matic', 'apa', 'manual']"
info_manual_otomatic,kalau di daerah perbukitan bagus mana matic atau manual?,kalau di daerah perbukitan bagus mana matic atau manual,kalau di daerah perbukitan bagus mana matic atau manual,"['kalau', 'daerah', 'bukit', 'bagus', 'mana', 'matic', 'manual']"
info_manual_otomatic,performanya lebih bagus mana sih matic apa manual?,performanya lebih bagus mana sih matic apa manual,performanya lebih bagus mana memang matic apa manual,"['performa', 'lebih', 'bagus', 'mana', 'memang', 'matic', 'apa', 'manual']"
info_manual_otomatic,bisa jelasin ga bedanya transmisi matic sama manual?,bisa jelasin ga bedanya transmisi matic sama manual,bisa jelasin tidak bedanya transmisi matic sama manual,"['jelasin', 'beda', 'transmisi', 'matic', 'sama', 'manual']"
info_manual_otomatic,kalo buat driver ojol enakan matic apa manual?,kalo buat driver ojol enakan matic apa manual,kalau buat driver ojol enakan matic apa manual,"['kalau', 'buat', 'driver', 'ojol', 'enak', 'matic', 'apa', 'manual']"
info_manual_otomatic,secara teknis mobil matic sama manual gimana sih?,secara teknis mobil matic sama manual gimana sih,secara teknis mobil matic sama manual bagaimana memang,"['cara', 'teknis', 'mobil', 'matic', 'sama', 'manual', 'bagaimana', 'memang']"
info_manual_otomatic,buat yang masih belajar nyetir bagusnya matic apa manual?,buat yang masih belajar nyetir bagusnya matic apa manual,buat yang masih belajar nyetir bagusnya matic apa manual,"['buat', 'masih', 'ajar', 'nyetir', 'bagus', 'matic', 'apa', 'manual']"
info_manual_otomatic,kalau buat taxi online rekomen matic atau manual?,kalau buat taxi online rekomen matic atau manual,kalau buat taxi online rekomen matic atau manual,"['kalau', 'buat', 'taxi', 'online', 'rekomen', 'matic', 'manual']"
info_manual_otomatic,buat mobil keluarga pilih matic apa manual ya?,buat mobil keluarga pilih matic apa manual ya,buat mobil keluarga pilih matic apa manual iya,"['buat', 'mobil', 'keluarga', 'pilih', 'matic', 'apa', 'manual', 'iya']"
info_manual_otomatic,lebih awet mana sih mobil matic apa manual?,lebih awet mana sih mobil matic apa manual,lebih awet mana memang mobil matic apa manual,"['lebih', 'awet', 'mana', 'memang', 'mobil', 'matic', 'apa', 'manual']"
rekomen_mobil,berikan rekomendasi mobil bekas di bawah 100 juta,berikan rekomendasi mobil bekas di bawah 100 juta,berikan rekomendasi mobil bekas di bawah 100 juta,"['ikan', 'rekomendasi', 'mobil', 'bekas', 'bawah', '100', 'juta']"
rekomen_mobil,mobil bekas apa yang recommended di bawah 50 juta?,mobil bekas apa yang recommended di bawah 50 juta,mobil bekas apa yang rekomendasi di bawah 50 juta,"['mobil', 'bekas', 'apa', 'rekomendasi', 'bawah', '50', 'juta']"
rekomen_mobil,mobil bekas apa yang recommended di bawah 200 juta?,mobil bekas apa yang recommended di bawah 200 juta,mobil bekas apa yang rekomendasi di bawah 200 juta,"['mobil', 'bekas', 'apa', 'rekomendasi', 'bawah', '200', 'juta']"
rekomen_mobil,kasih rekomendasi mobil dong,kasih rekomendasi mobil dong,kasih rekomendasi mobil dong,"['kasih', 'rekomendasi', 'mobil', 'dong']"
rekomen_mobil,rekomendasikan mobil yang irit BBM,rekomendasikan mobil yang irit BBM,rekomendasikan mobil yang hemat BBM,"['rekomendasi', 'mobil', 'hemat', 'bbm']"
rekomen_mobil,mobil apa yang nyaman untuk perjalanan jauh?,mobil apa yang nyaman untuk perjalanan jauh,mobil apa yang nyaman untuk perjalanan jauh,"['mobil', 'apa', 'nyaman', 'jalan', 'jauh']"
rekomen_mobil,kasih rekomendasi mobil kecil untuk kota,kasih rekomendasi mobil kecil untuk kota,kasih rekomendasi mobil kecil untuk kota,"['kasih', 'rekomendasi', 'mobil', 'kecil', 'kota']"
rekomen_mobil,rekomendasikan SUV bekas yang tangguh,rekomendasikan SUV bekas yang tangguh,rekomendasikan SUV bekas yang tangguh,"['rekomendasi', 'suv', 'bekas', 'tangguh']"
rekomen_mobil,mobil apa yang cocok untuk anak muda di bawah 100 juta?,mobil apa yang cocok untuk anak muda di bawah 100 juta,mobil apa yang cocok untuk anak muda di bawah 100 juta,"['mobil', 'apa', 'cocok', 'anak', 'muda', 'bawah', '100', 'juta']"
rekomen_mobil,berikan rekomendasi mobil dengan biaya perawatan murah,berikan rekomendasi mobil dengan biaya perawatan murah,berikan rekomendasi mobil dengan biaya perawatan murah,"['ikan', 'rekomendasi', 'mobil', 'biaya', 'awat', 'murah']"
rekomen_mobil,mobil apa yang recommended untuk pemula?,mobil apa yang recommended untuk pemula,mobil apa yang rekomendasi untuk pemula,"['mobil', 'apa', 'rekomendasi', 'mula']"
rekomen_mobil,kasih saran mobil bekas yang masih awet,kasih saran mobil bekas yang masih awet,kasih saran mobil bekas yang masih awet,"['kasih', 'saran', 'mobil', 'bekas', 'masih', 'awet']"
rekomen_mobil,rekomendasikan mobil untuk keluarga 7 penumpang,rekomendasikan mobil untuk keluarga 7 penumpang,rekomendasikan mobil untuk keluarga 7 penumpang,"['rekomendasi', 'mobil', 'keluarga', '7', 'tumpang']"
rekomen_mobil,mobil sport apa yang terjangkau di bawah 300 juta?,mobil sport apa yang terjangkau di bawah 300 juta,mobil sport apa yang terjangkau di bawah 300 juta,"['mobil', 'sport', 'apa', 'jangkau', 'bawah', '300', 'juta']"
rekomen_mobil,mobil bekas di bawah 50 juta yang masih bagus apa?,mobil bekas di bawah 50 juta yang masih bagus apa,mobil bekas di bawah 50 juta yang masih bagus apa,"['mobil', 'bekas', 'bawah', '50', 'juta', 'masih', 'bagus', 'apa']"
rekomen_mobil,rekomendasikan city car yang irit,rekomendasikan city car yang irit,rekomendasikan city car yang hemat,"['rekomendasi', 'city', 'car', 'hemat']"
rekomen_mobil,mobil apa yang recommended dengan fitur keamanan tinggi?,mobil apa yang recommended dengan fitur keamanan tinggi,mobil apa yang rekomendasi dengan fitur keamanan tinggi,"['mobil', 'apa', 'rekomendasi', 'fitur', 'aman', 'tinggi']"
rekomen_mobil,kasih rekomendasi MPV di bawah 200 juta,kasih rekomendasi MPV di bawah 200 juta,kasih rekomendasi MPV di bawah 200 juta,"['kasih', 'rekomendasi', 'mpv', 'bawah', '200', 'juta']"
rekomen_mobil,mobil bekas apa yang paling tahan lama?,mobil bekas apa yang paling tahan lama,mobil bekas apa yang paling tahan lama,"['mobil', 'bekas', 'apa', 'paling', 'tahan', 'lama']"
rekomen_mobil,mobil hybrid apa yang terjangkau?,mobil hybrid apa yang terjangkau,mobil hybrid apa yang terjangkau,"['mobil', 'hybrid', 'apa', 'jangkau']"
rekomen_mobil,rekomendasikan mobil murah untuk usaha,rekomendasikan mobil murah untuk usaha,rekomendasikan mobil murah untuk usaha,"['rekomendasi', 'mobil', 'murah', 'usaha']"
rekomen_mobil,mobil apa yang bagus untuk traveling?,mobil apa yang bagus untuk traveling,mobil apa yang bagus untuk traveling,"['mobil', 'apa', 'bagus', 'traveling']"
rekomen_mobil,berikan saran mobil bekas dengan kapasitas bagasi besar,berikan saran mobil bekas dengan kapasitas bagasi besar,berikan saran mobil bekas dengan kapasitas bagasi besar,"['ikan', 'saran', 'mobil', 'bekas', 'kapasitas', 'bagasi', 'besar']"
rekomen_mobil,rekomendasikan mobil diesel yang irit,rekomendasikan mobil diesel yang irit,rekomendasikan mobil diesel yang hemat,"['rekomendasi', 'mobil', 'diesel', 'hemat']"
rekomen_mobil,mobil apa yang cocok untuk daerah pegunungan?,mobil apa yang cocok untuk daerah pegunungan,mobil apa yang cocok untuk daerah pegunungan,"['mobil', 'apa', 'cocok', 'daerah', 'gunung']"
rekomen_mobil,kasih rekomendasi sedan bekas yang nyaman,kasih rekomendasi sedan bekas yang nyaman,kasih rekomendasi sedan bekas yang nyaman,"['kasih', 'rekomendasi', 'sedan', 'bekas', 'nyaman']"
rekomen_mobil,mobil apa yang recommended untuk harga di bawah 75 juta?,mobil apa yang recommended untuk harga di bawah 75 juta,mobil apa yang rekomendasi untuk harga di bawah 75 juta,"['mobil', 'apa', 'rekomendasi', 'harga', 'bawah', '75', 'juta']"
rekomen_mobil,berikan pilihan mobil bekas dengan tampilan modern,berikan pilihan mobil bekas dengan tampilan modern,berikan pilihan mobil bekas dengan tampilan modern,"['ikan', 'pilih', 'mobil', 'bekas', 'tampil', 'modern']"
rekomen_mobil,mobil keluarga apa yang recommended di bawah 150 juta?,mobil keluarga apa yang recommended di bawah 150 juta,mobil keluarga apa yang rekomendasi di bawah 150 juta,"['mobil', 'keluarga', 'apa', 'rekomendasi', 'bawah', '150', 'juta']"
rekomen_mobil,kasih rekomendasi mobil hatchback yang murah,kasih rekomendasi mobil hatchback yang murah,kasih rekomendasi mobil hatchback yang murah,"['kasih', 'rekomendasi', 'mobil', 'hatchback', 'murah']"
rekomen_mobil,mobil bekas dengan harga 30 juta apa yang layak dibeli?,mobil bekas dengan harga 30 juta apa yang layak dibeli,mobil bekas dengan harga 30 juta apa yang layak dibeli,"['mobil', 'bekas', 'harga', '30', 'juta', 'apa', 'layak', 'beli']"
rekomen_mobil,rekomendasikan mobil listrik dengan harga terjangkau,rekomendasikan mobil listrik dengan harga terjangkau,rekomendasikan mobil listrik dengan harga terjangkau,"['rekomendasi', 'mobil', 'listrik', 'harga', 'jangkau']"
rekomen_mobil,ada rekomendasi mobil bekas murah nggak?,ada rekomendasi mobil bekas murah nggak,ada rekomendasi mobil bekas murah tidak,"['rekomendasi', 'mobil', 'bekas', 'murah']"
rekomen_mobil,"mobil bekas di bawah 100 juta, apa yang bagus ya?",mobil bekas di bawah 100 juta apa yang bagus ya,mobil bekas di bawah 100 juta apa yang bagus iya,"['mobil', 'bekas', 'bawah', '100', 'juta', 'apa', 'bagus', 'iya']"
rekomen_mobil,"nyari mobil kecil yang irit, ada saran nggak?",nyari mobil kecil yang irit ada saran nggak,mencari mobil kecil yang hemat ada saran tidak,"['cari', 'mobil', 'kecil', 'hemat', 'saran']"
rekomen_mobil,"cari mobil buat keluarga, enaknya beli apa ya?",cari mobil buat keluarga enaknya beli apa ya,cari mobil buat keluarga enaknya beli apa iya,"['cari', 'mobil', 'buat', 'keluarga', 'enak', 'beli', 'apa', 'iya']"
rekomen_mobil,minta rekomendasi mobil bekas dong yang nggak mahal-mahal,minta rekomendasi mobil bekas dong yang nggak mahalmahal,minta rekomendasi mobil bekas dong yang tidak mahalmahal,"['minta', 'rekomendasi', 'mobil', 'bekas', 'dong', 'tidak', 'mahalmahal']"
rekomen_mobil,mobil apa ya yang cocok buat anak muda?,mobil apa ya yang cocok buat anak muda,mobil apa iya yang cocok buat anak muda,"['mobil', 'apa', 'iya', 'cocok', 'buat', 'anak', 'muda']"
rekomen_mobil,"nyari mobil murah tapi enak dipake, apa ya?",nyari mobil murah tapi enak dipake apa ya,mencari mobil murah tapi enak dipake apa iya,"['cari', 'mobil', 'murah', 'enak', 'dipake', 'apa', 'iya']"
rekomen_mobil,"mobil bekas di bawah 200 juta yang oke, ada ide?",mobil bekas di bawah 200 juta yang oke ada ide,mobil bekas di bawah 200 juta yang oke ada ide,"['mobil', 'bekas', 'bawah', '200', 'juta', 'oke', 'ide']"
rekomen_mobil,"butuh mobil buat usaha, yang murah aja apa ya?",butuh mobil buat usaha yang murah aja apa ya,butuh mobil buat usaha yang murah saja apa iya,"['butuh', 'mobil', 'buat', 'usaha', 'murah', 'apa', 'iya']"
rekomen_mobil,"rekomendasi mobil diesel yang bandel, ada?",rekomendasi mobil diesel yang bandel ada,rekomendasi mobil diesel yang bandel ada,"['rekomendasi', 'mobil', 'diesel', 'bandel']"
rekomen_mobil,"pengen beli city car, ada saran yang irit?",pengen beli city car ada saran yang irit,ingin beli city car ada saran yang hemat,"['beli', 'city', 'car', 'saran', 'hemat']"
rekomen_mobil,"lagi cari mobil sport murah, apa yang recommended?",lagi cari mobil sport murah apa yang recommended,lagi cari mobil sport murah apa yang rekomendasi,"['cari', 'mobil', 'sport', 'murah', 'apa', 'rekomendasi']"
rekomen_mobil,"mobil keluarga 7 seater yang murah, apa aja ya?",mobil keluarga 7 seater yang murah apa aja ya,mobil keluarga 7 seater yang murah apa saja iya,"['mobil', 'keluarga', '7', 'seater', 'murah', 'apa', 'iya']"
rekomen_mobil,ada nggak mobil di bawah 50 juta yang masih bagus?,ada nggak mobil di bawah 50 juta yang masih bagus,ada tidak mobil di bawah 50 juta yang masih bagus,"['tidak', 'mobil', 'bawah', '50', 'juta', 'masih', 'bagus']"
rekomen_mobil,kasih ide mobil kecil buat jalan-jalan di kota dong,kasih ide mobil kecil buat jalanjalan di kota dong,kasih ide mobil kecil buat jalanjalan di kota dong,"['kasih', 'ide', 'mobil', 'kecil', 'buat', 'jalanjalan', 'kota', 'dong']"
rekomen_mobil,"mobil hatchback murah tapi keren, apa ya?",mobil hatchback murah tapi keren apa ya,mobil hatchback murah tapi keren apa iya,"['mobil', 'hatchback', 'murah', 'keren', 'apa', 'iya']"
rekomen_mobil,"mau beli mobil bekas buat pemula, pilih apa?",mau beli mobil bekas buat pemula pilih apa,mau beli mobil bekas buat pemula pilih apa,"['mau', 'beli', 'mobil', 'bekas', 'buat', 'mula', 'pilih', 'apa']"
rekomen_mobil,rekomendasi mobil dengan perawatan murah dong,rekomendasi mobil dengan perawatan murah dong,rekomendasi mobil dengan perawatan murah dong,"['rekomendasi', 'mobil', 'awat', 'murah', 'dong']"
rekomen_mobil,"mobil yang cocok buat jalanan menanjak, ada ide?",mobil yang cocok buat jalanan menanjak ada ide,mobil yang cocok buat jalanan menanjak ada ide,"['mobil', 'cocok', 'buat', 'jalan', 'tanjak', 'ide']"
rekomen_mobil,"mobil bekas di bawah 150 juta yang awet, ada?",mobil bekas di bawah 150 juta yang awet ada,mobil bekas di bawah 150 juta yang awet ada,"['mobil', 'bekas', 'bawah', '150', 'juta', 'awet']"
rekomen_mobil,"nyari MPV murah, apa yang oke ya?",nyari MPV murah apa yang oke ya,mencari MPV murah apa yang oke iya,"['cari', 'mpv', 'murah', 'apa', 'oke', 'iya']"
rekomen_mobil,"mobil bekas murah tapi aman buat keluarga, apa ya?",mobil bekas murah tapi aman buat keluarga apa ya,mobil bekas murah tapi aman buat keluarga apa iya,"['mobil', 'bekas', 'murah', 'aman', 'buat', 'keluarga', 'apa', 'iya']"
rekomen_mobil,"lagi cari mobil irit BBM, ada saran nggak?",lagi cari mobil irit BBM ada saran nggak,lagi cari mobil hemat BBM ada saran tidak,"['cari', 'mobil', 'hemat', 'bbm', 'saran']"
rekomen_mobil,"butuh mobil buat traveling sama keluarga, apa ya?",butuh mobil buat traveling sama keluarga apa ya,butuh mobil buat traveling sama keluarga apa iya,"['butuh', 'mobil', 'buat', 'traveling', 'sama', 'keluarga', 'apa', 'iya']"
rekomen_mobil,"mobil murah tapi bagasinya gede, ada ide?",mobil murah tapi bagasinya gede ada ide,mobil murah tapi bagasinya gede ada ide,"['mobil', 'murah', 'bagasi', 'gede', 'ide']"
rekomen_mobil,"nyari mobil diesel bekas yang kuat nanjak, ada saran?",nyari mobil diesel bekas yang kuat nanjak ada saran,mencari mobil diesel bekas yang kuat nanjak ada saran,"['cari', 'mobil', 'diesel', 'bekas', 'kuat', 'nanjak', 'saran']"
rekomen_mobil,mobil listrik murah yang recommended apa ya?,mobil listrik murah yang recommended apa ya,mobil listrik murah yang rekomendasi apa iya,"['mobil', 'listrik', 'murah', 'rekomendasi', 'apa', 'iya']"
